AFRB-S4N44C013;BC412_D50xH60
2020-01-01-00-00-33;2020-01-01-00-05-09
18;0
37;0
26;0
14;0
9;0
9;0
5;0
6;0
35;0
205;0
433;0
557;0
558;0
484;0
341;0
256;0
191;0
178;0
220;0
180;0
161;0
157;0
127;0
140;0
139;0
132;0
169;0
178;0
183;0
134;0
164;0
162;0
179;0
213;0
253;0
265;0
263;0
298;0
326;0
295;0
303;0
302;0
287;0
277;0
267;0
204;0
219;0
180;0
164;0
126;0
103;0
90;0
71;0
64;0
52;0
32;0
23;0
22;0
25;0
11;0
17;0
14;0
8;0
4;0
9;0
6;0
6;0
5;0
4;0
6;0
2;0
3;0
4;0
1;0
3;0
6;0
2;0
2;0
3;0
1;0
2;0
1;0
2;0
1;0
2;0
2;0
1;0
1;0
0;0
1;0
0;0
0;0
3;0
0;0
3;0
0;0
2;0
0;0
2;0
1;0
2;0
2;0
0;0
3;0
1;0
0;0
0;0
0;0
0;0
1;0
2;0
0;0
1;0
0;0
0;0
2;0
1;0
1;0
1;0
1;0
2;0
1;0
2;0
1;0
0;0
0;0
0;0
0;0
0;0
3;0
2;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
2;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
1;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
2;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
2;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
